0,Passenger Plate Default,Government Services,,,Does not issue personalized plates. Any plate ending in 'T' denotes trailer.  10 character maximum.,,,,,,,
Code Number,Plate Type Description,Plate Images,,,Processing Rules,,,,,,,
,,,,,Current being processed,Add Prefix to plate string?,Add Suffix to plate string?,Omit or Add any characters?,Verify State 2 alpha character abbreviation here,Is there any viewable plate type identifier on plate of any kind?,Is the plate type identified by Vehicle type as viewed in the image?,Is the plate all numeric?
0,A Series,,,,Y,N,N,N,Y,Plates start with A.,N,N
0,AF Series,,,,Y,N,N,N,Y,Plates start with AF; 5th character will always be a letter.,N,N
0,Air Force Institute,,,,Y,N,N,N,Y,Plates start with AFI.,N,N
0,AOC Series,,,,Y,N,N,N,Y,Plates start with AOC,N,N
0,C Series,,,,Y,N,N,N,Y,Plates start with C,N,N
0,CF Series,,,,Y,N,N,N,Y,Plates start with CF,N,N
0,CP Series,,,,Y,N,N,N,Y,Plates start with CP,N,N
0,CPSC Series,,,,Y,N,N,N,Y,Plates start with CPSC,N,N
0,CS Series,,,,Y,N,N,N,Y,Plates start with CS,N,N
0,D Series,,,,Y,N,N,N,Y,Plates start with D,N,N
0,DECA Series,,,,Y,N,N,N,Y,Plates start with DECA,N,N
0,DHS Series,,,,Y,N,N,N,Y,Plates start with DHS,N,N
0,DISA Series,,,,Y,N,N,N,Y,Plates start with DISA,N,N
0,DLA Series,,,,Y,N,N,N,Y,Plates start with DLA,N,N
0,DOT Series,,,,Y,N,N,N,Y,Plates start with DOT,N,N
0,E Series,,,,Y,N,N,N,Y,Plates start with E,N,N
0,EEOC Series,,,,Y,N,N,N,Y,Plates start with EEOC,N,N
0,EPA Series,,,,Y,N,N,N,Y,Plates start with EPA,N,N
0,FCA Series,,,,Y,N,N,N,Y,Plates start with FCA,N,N
0,FM Series,,,,Y,N,N,N,Y,Plates start with FM,N,N
0,FRB Series,,,,Y,N,N,N,Y,Plates start with FRB,N,N
0,FTC Series,,,,Y,N,N,N,Y,Plates start with FTC,N,N
0,Fuel Transport,,,,,,,,,,,
0,GAO Series,,,,Y,N,N,N,Y,Plates start with GAO,N,N
0,GP Series,,,,Y,N,N,N,Y,Plates start with GP,N,N
0,GSA Series (2007-2022),,,,Y,N,N,N,Y,Plates have diagonal characters that start with 'G' and two numbers.,N,N
0,,,,,,,,,,,,
0,,,,,,,,,,,,
0,,,,,,,,,,,,
0,GSA Series (since 2023),,,,Y,N,N,N,Y,Plates start with 'G' and two numbers; **Diagonals Discontinued**,N,N
0,HHS Series,,,,Y,N,N,N,Y,Plates start with HHS,N,N
0,I Series,,Small Size,,Y,N,N,N,Y,Plates start with I,N,N
0,J Series,,Bus,,Y,N,N,N,Y,Plates start with J,N,N
0,L Series,,,,Y,N,N,N,Y,Plates start with L,N,N
0,LB Series,,,,Y,N,N,N,Y,Plates start with LB,N,N
0,LC Series,,,,Y,N,N,N,Y,Plates start with LC,N,N
0,MC Series,,,,Y,N,N,N,Y,Plates start with MC,N,N
0,Motorcycle,2007-2016,Since 2017 (Diagonal),Since 2017 (Non-Diagonal),Y,N,N,N,Y,Plates start with Department Characters; after 2O16 plate will end with 'M',Y - Motorcycle,N
0,N Series,Diagonal Series,Non-Diagonal Series,,Y,N,N,N,Y,Plates start with N,N,N
0,NA Series,,,,Y,N,N,N,Y,Plates start with NA,N,N
0,NAFI Series (Non-Apportioned),,,,Y,N,Y- 'NAFI' diagonal at right; ,Y- Omit any characters if registration exceeds 10.,Y,Plates end with diagonal NAFI.,N,N
0,NGA Series,,,,Y,N,N,N,Y,Plates start with NGA,N,N
0,NRC Series,,,,Y,N,N,N,Y,Plates start with RC,N,N
0,NS Series,,,,Y,N,N,N,Y,Plates start with NS,N,N
0,NT Series,,,,Y,N,N,N,Y,  'TACTICAL USE ONLY' at bottom of plate.,N,N
0,OPM Series,,,,Y,N,N,N,Y,Plates start with OPM,N,N
0,P Series,,,,Y,N,N,N,Y,Plates start with P,N,N
0,PSA Series,,,,Y,N,N,N,Y,Plates start with PSA,N,N
0,PT Series,,,,Y,N,N,N,Y,Plates start with PT,N,N
0,S Series,,,,Y,N,N,N,Y,Plates start with S,N,N
0,SB Series,,,,Y,N,N,N,Y,Plates start with SB,N,N
0,SC Series,,,,Y,N,N,N,Y,Plates start with SC,N,N
0,SI Series,,,,Y,N,N,N,Y,Plates start with SI,N,N
0,Temporary,,,,Y,N,N,N,Y,Plates start with Z,N,N
0,TV Series,,,,Y,N,N,N,Y,Plates start with TV,N,N
0,UPC Series,,,,Y,N,N,N,Y,Plates start with UPC,N,N
0,VA Series,,,,Y,N,N,N,Y,Plates start with VA,N,N
0,W Series,,,,Y,N,N,N,Y,Plates start with W,N,N
0,X Series,,,,Y,N,N,N,Y,Plates start with X,N,N
